autoID,SeniorCity,Partner,Dependents,Service1,Service2,Security,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,Charges,Demand,Class
9443-JUBUO,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,Alpha
0596-BQCEQ,0,Yes,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.15,6283.3,Betha
1481-ZUWZA,0,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Betha
3043-TYBNO,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,60.65,196.9,Alpha
4830-FAXFM,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,Alpha
5906-BFOZT,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,Alpha
2960-NKRSO,0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.95,2107.15,Alpha
8996-ZROXE,1,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,53.5,3035.8,Alpha
5598-IKHQQ,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,Alpha
0397-ZXWQF,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,Alpha
5266-PFRQK,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,Alpha
4674-HGNUA,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,Alpha
6765-MBQNU,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26,684.05,Alpha
9786-IJYDL,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,Alpha
1303-SRDOK,0,Yes,Yes,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,Alpha
3769-MHZNV,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,670.35,Alpha
6295-OSINB,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,109.65,7880.25,Alpha
3308-MHOOC,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,Alpha
2309-OSFEU,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Mailed check,33.9,298.45,Betha
2207-QPJED,1,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90,3371.75,Alpha
4177-JPDFU,0,No,No,No,No phone service,No,Yes,No,Yes,Month-to-month,No,Mailed check,34,442.45,Alpha
2239-CFOUJ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,Alpha
8046-DNVTL,0,Yes,No,No,No phone service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),38.6,2345.55,Alpha
2209-XADXF,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,Alpha
6620-JDYNW,0,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.6,1156.35,Alpha
1891-FZYSA,1,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.95,6143.15,Betha
4770-UEZOX,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.75,144.8,Alpha
1038-RQOST,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,Alpha
7613-LLQFO,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,1059.55,Betha
4568-TTZRT,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,Alpha
9513-DXHDA,0,No,No,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,81.7,2212.55,Alpha
2640-PMGFL,0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.5,2180.55,Betha
3801-HMYNL,0,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,89.15,89.15,Betha
0516-QREYC,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,Alpha
9685-WKZGT,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Betha
6022-UGGSO,1,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Betha
8084-OIVBS,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,211.95,Alpha
8896-BQTTI,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25,25,Alpha
3865-QBWSJ,1,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,Alpha
3352-RICWQ,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,210.65,Alpha
2160-GPFXD,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),65.65,3566.7,Alpha
2065-MMKGR,0,No,No,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71,2080.1,Alpha
5857-TYBCJ,1,Yes,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,Alpha
1498-NHTLT,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186,Alpha
4484-CGXFK,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,196.15,Betha
1402-PTHGN,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,61.5,1087.45,Alpha
4176-RELJR,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,Alpha
6214-EDAKZ,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,55.15,1206.05,Betha
5199-FPUSP,0,No,Yes,No,No phone service,Yes,No,No,Yes,One year,No,Credit card (automatic),34.05,1113.95,Alpha
6377-KSLXC,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,Alpha
1796-JANOW,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,Alpha
0238-WHBIQ,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,Alpha
8735-NBLWT,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,Alpha
6651-RLGGM,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,Alpha
6127-ISGTU,0,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Betha
1614-JBEBI,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,Alpha
8740-XLHDR,0,No,No,No,No phone service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.25,219,Betha
1208-DNHLN,0,Yes,Yes,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,Betha
1761-AEZZR,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.55,79.55,Betha
3923-CSIHK,1,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,Betha
5696-EXCYS,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,Alpha
5795-KTGUD,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),110.8,7553.6,Alpha
7120-RFMVS,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.5,84.5,Betha
7924-GJZFI,1,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,Alpha
4702-HDRKD,0,No,No,No,No phone service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.35,3321.35,Alpha
8512-WIWYV,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,Alpha
5897-ZYEKH,1,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,105.6,7112.15,Alpha
5456-ITGIC,1,Yes,No,No,No phone service,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,Alpha
7317-GGVPB,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,Betha
1406-PUQVY,0,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,Alpha
1322-AGOQM,0,No,No,No,No phone service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Betha
3677-IYRBF,1,No,No,No,No phone service,No,No,Yes,No,Month-to-month,Yes,Electronic check,30.4,78.65,Betha
5692-FPTAH,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,Betha
9114-AAFQH,0,Yes,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,65.65,3094.65,Alpha
8715-KKTFG,0,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,Alpha
1550-LOAHA,0,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,Betha
1728-BQDMA,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,Alpha
0268-QKIWO,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Betha
0876-WDUUZ,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Betha
5117-ZSMHQ,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,Alpha
5151-HQRDG,0,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,Alpha
0960-HUWBM,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,Alpha
6465-GSRCL,0,No,Yes,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,Alpha
0617-FHSGK,0,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Betha
0263-FJTQO,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.5,3486.65,Alpha
7319-ZNRTR,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,Alpha
2858-MOFSQ,0,No,Yes,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,55.85,937.5,Betha
7503-EPSZW,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,Alpha
7089-XXAYG,0,Yes,No,No,No phone service,No,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,Alpha
8118-LSUEL,1,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.4,2483.5,Betha
8070-AAWZP,1,Yes,No,No,No phone service,No,No,Yes,Yes,Month-to-month,No,Mailed check,34.25,828.2,Alpha
1666-JXLKU,0,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.05,3810.55,Alpha
7855-DIWPO,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,Alpha
5133-POWUA,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,Alpha
5652-MSDEY,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,Alpha
7005-CCBKV,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.4,556.35,Betha
1810-BOHSY,0,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),96.4,4911.05,Alpha
1784-BXEFA,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,Alpha
7351-MHQVU,0,No,No,No,No phone service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,Alpha
9224-VTYID,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,Alpha
9500-IWPXQ,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.4,4820.55,Alpha
5762-TJXGK,0,No,No,No,No phone service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),58.75,3038.55,Alpha
4504-YOULA,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,Alpha
5569-IDSEY,0,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.7,7472.15,Alpha
4250-FDVOU,0,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.25,389.1,Betha
7284-ZZLOH,0,Yes,No,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),53.3,2296.25,Alpha
5277-ZLOOR,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.55,187.45,Betha
2141-RRYGO,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Betha
1777-JYQPJ,0,No,No,No,No phone service,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,Alpha
6376-GAHQE,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,77.85,299.2,Betha
3401-URHDA,0,No,No,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),59.9,3043.6,Alpha
1599-EAHXY,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,Alpha
8631-XVRZL,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,Alpha
5052-PNLOS,0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Betha
3853-LYGAM,0,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640,Alpha
6979-ZNSFF,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.05,762.1,Betha
5751-USDBL,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,81,3846.35,Alpha
5680-LQOGP,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,Alpha
2386-LAHRK,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.5,53.5,Betha
8189-DUKMV,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,Alpha
6032-IGALN,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Betha
9931-DCEZH,0,No,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),54.4,1516.6,Alpha
1898-JSNDC,0,No,No,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),58.6,2224.5,Alpha
0315-LVCRK,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.8,888.75,Alpha
3911-RSNHI,0,Yes,No,No,No phone service,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,Alpha
2410-CIYFZ,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,Alpha
4248-HCETZ,1,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Betha
5505-OVWQW,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,Alpha
7271-AJDTL,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,Alpha
1867-TJHTS,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,Alpha
0516-WJVXC,0,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.2,308.25,Betha
9174-FKWZE,1,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Betha
6860-YRJZP,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,Alpha
4429-WYGFR,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,Alpha
2817-LVCPP,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,Alpha
5038-ETMLM,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,Alpha
5056-FIMPT,0,No,Yes,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),106,4532.3,Alpha
4521-WFJAI,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,Alpha
6569-KTMDU,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,Alpha
8809-RIHDD,0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,103.4,7372.65,Betha
8809-XKHMD,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,Alpha
0396-YCHWO,0,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,95.4,3474.2,Alpha
0867-LDTTC,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,Alpha
4822-NGOCH,0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Betha
9391-DXGGG,1,No,No,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),89.15,3990.75,Alpha
9844-FELAJ,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,Alpha
2122-SZZZD,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,Alpha
5307-DZCVC,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Betha
3148-AOIQT,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,Alpha
8679-JOEVF,1,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,59.4,1023.9,Betha
8395-ETZKQ,1,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,Alpha
6692-YQHXC,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,Alpha
3889-VWBID,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,Alpha
5222-JCXZT,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19,78.9,Alpha
9754-CLVZW,0,Yes,Yes,No,No phone service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.85,1025.15,Alpha
1432-FPAXX,0,No,No,No,No phone service,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Betha
2739-CCZMB,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122,Alpha
7080-TNUWP,0,Yes,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),95,6602.9,Alpha
0496-AHOOK,0,Yes,No,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,Alpha
8336-TAVKX,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,Alpha
2468-SJFLM,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.3,74.3,Alpha
3181-VTHOE,0,Yes,No,No,No phone service,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,Alpha
7168-HDQHG,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,Alpha
4803-AXVYP,1,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Betha
3884-HCSWG,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,1144.5,Betha
4567-AKPIA,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,Alpha
5077-DXTCG,0,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Betha
1142-WACZW,0,No,No,No,No phone service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Betha
7901-HXJVA,0,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,76.45,1117.55,Alpha
5649-ANRML,1,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Betha
4892-VLANZ,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Betha
5924-IFQTT,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.8,930.05,Alpha
7968-QUXNS,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,Alpha
2919-HBCJO,0,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Betha
4236-XPXAV,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Betha
8903-WMRNW,0,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,101.75,1669.4,Alpha
2452-SNHFZ,0,No,No,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,Alpha
3629-WEAAM,0,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,64.1,504.05,Alpha
6029-CSMJE,0,No,No,No,No phone service,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,Alpha
7993-NQLJE,0,Yes,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,Alpha
9909-DFRJA,0,No,No,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,Alpha
9099-FTUHS,0,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,Alpha
0581-BXBUB,1,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.75,317.75,Alpha
4962-CHQPW,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,Alpha
9467-ROOLM,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,Alpha
3030-YZADT,0,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431,Betha
7410-KTVFV,0,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.55,878.35,Betha
5150-ITWWB,1,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,94.85,335.75,Alpha
2253-KPMNB,0,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),46.25,3121.4,Alpha
1345-ZUKID,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,Alpha
6429-SHBCB,0,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,69.6,1394.55,Alpha
9281-OFDMF,1,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,90.7,3413.25,Alpha
2603-HVKCG,0,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.4,3143.65,Alpha
1834-WULEG,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,Alpha
9097-ZUBYC,0,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.8,664.4,Alpha
5148-ORICT,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,74.35,4759.55,Alpha
4893-GYUJU,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033,Alpha
